"vd_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc]
Num. Points : [51]
Matrix Size : scalar
Type : Real","vg_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc,vg_dc]
Num. Points : [51,51]
Matrix Size : scalar
Type : Real","freq
References : ['mag(AC.I_Probe1.i)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","mag(AC.I_Probe1.i)
References : []
Dependency : [vd_dc,vg_dc,freq]
Num. Points : [51,51,51]
Matrix Size : scalar
Type : Real"
vd_dc, vg_dc, freq, ids_ac
0.000,1.200,1.259e6,1.366E-7
0.000,1.200,1.585e6,1.719E-7
0.000,1.200,1.995e6,2.165E-7
0.000,1.200,2.512e6,2.725E-7
0.000,1.200,3.162e6,3.431E-7
0.000,1.200,3.981e6,4.319E-7
0.000,1.200,5.012e6,5.437E-7
0.000,1.200,6.310e6,6.845E-7
0.000,1.200,7.943e6,8.617E-7
0.000,1.200,10.00e6,1.085E-6
0.000,1.200,12.59e6,1.366E-6
0.000,1.200,15.85e6,1.719E-6
0.000,1.200,19.95e6,2.165E-6
0.000,1.200,25.12e6,2.725E-6
0.000,1.200,31.62e6,3.431E-6
0.000,1.200,39.81e6,4.319E-6
0.000,1.200,50.12e6,5.437E-6
0.000,1.200,63.10e6,6.845E-6
0.000,1.200,79.43e6,8.617E-6
0.000,1.200,100.0e6,1.085E-5
0.000,1.200,125.9e6,1.366E-5
0.000,1.200,158.5e6,1.719E-5
0.000,1.200,199.5e6,2.165E-5
0.000,1.200,251.2e6,2.725E-5
0.000,1.200,316.2e6,3.431E-5
0.000,1.200,398.1e6,4.319E-5
0.000,1.200,501.2e6,5.437E-5
0.000,1.200,631.0e6,6.845E-5
0.000,1.200,794.3e6,8.617E-5
0.000,1.200,1.000e9,1.085E-4
0.000,1.200,1.259e9,1.366E-4
0.000,1.200,1.585e9,1.719E-4
0.000,1.200,1.995e9,2.165E-4
0.000,1.200,2.512e9,2.725E-4
0.000,1.200,3.162e9,3.431E-4
0.000,1.200,3.981e9,4.319E-4
0.000,1.200,5.012e9,0.001
0.000,1.200,6.310e9,0.001
0.000,1.200,7.943e9,0.001
0.000,1.200,10.00e9,0.001
0.000,1.300,100.0e3,1.085E-8
0.000,1.300,125.9e3,1.366E-8
0.000,1.300,158.5e3,1.719E-8
0.000,1.300,199.5e3,2.165E-8
0.000,1.300,251.2e3,2.725E-8
0.000,1.300,316.2e3,3.431E-8
0.000,1.300,398.1e3,4.319E-8
0.000,1.300,501.2e3,5.437E-8
0.000,1.300,631.0e3,6.845E-8
0.000,1.300,794.3e3,8.617E-8
0.000,1.300,1.000e6,1.085E-7
0.000,1.300,1.259e6,1.366E-7
0.000,1.300,1.585e6,1.719E-7
0.000,1.300,1.995e6,2.165E-7
0.000,1.300,2.512e6,2.725E-7
0.000,1.300,3.162e6,3.431E-7
0.000,1.300,3.981e6,4.319E-7
0.000,1.300,5.012e6,5.437E-7
0.000,1.300,6.310e6,6.845E-7
0.000,1.300,7.943e6,8.617E-7
0.000,1.300,10.00e6,1.085E-6
0.000,1.300,12.59e6,1.366E-6
0.000,1.300,15.85e6,1.719E-6
0.000,1.300,19.95e6,2.165E-6
0.000,1.300,25.12e6,2.725E-6
0.000,1.300,31.62e6,3.431E-6
0.000,1.300,39.81e6,4.319E-6
0.000,1.300,50.12e6,5.437E-6
0.000,1.300,63.10e6,6.845E-6
0.000,1.300,79.43e6,8.617E-6
0.000,1.300,100.0e6,1.085E-5
0.000,1.300,125.9e6,1.366E-5
0.000,1.300,158.5e6,1.719E-5
0.000,1.300,199.5e6,2.165E-5
0.000,1.300,251.2e6,2.725E-5
0.000,1.300,316.2e6,3.431E-5
0.000,1.300,398.1e6,4.319E-5
0.000,1.300,501.2e6,5.437E-5
0.000,1.300,631.0e6,6.845E-5
0.000,1.300,794.3e6,8.617E-5
0.000,1.300,1.000e9,1.085E-4
0.000,1.300,1.259e9,1.366E-4
0.000,1.300,1.585e9,1.719E-4
0.000,1.300,1.995e9,2.165E-4
0.000,1.300,2.512e9,2.725E-4
0.000,1.300,3.162e9,3.431E-4
0.000,1.300,3.981e9,4.319E-4
0.000,1.300,5.012e9,0.001
0.000,1.300,6.310e9,0.001
0.000,1.300,7.943e9,0.001
0.000,1.300,10.00e9,0.001
0.000,1.400,100.0e3,1.085E-8
0.000,1.400,125.9e3,1.366E-8
0.000,1.400,158.5e3,1.719E-8
0.000,1.400,199.5e3,2.165E-8
0.000,1.400,251.2e3,2.725E-8
0.000,1.400,316.2e3,3.431E-8
0.000,1.400,398.1e3,4.319E-8
0.000,1.400,501.2e3,5.437E-8
0.000,1.400,631.0e3,6.845E-8
0.000,1.400,794.3e3,8.617E-8
0.000,1.400,1.000e6,1.085E-7
0.000,1.400,1.259e6,1.366E-7
0.000,1.400,1.585e6,1.719E-7
0.000,1.400,1.995e6,2.165E-7
0.000,1.400,2.512e6,2.725E-7
0.000,1.400,3.162e6,3.431E-7
0.000,1.400,3.981e6,4.319E-7
0.000,1.400,5.012e6,5.437E-7
0.000,1.400,6.310e6,6.845E-7
0.000,1.400,7.943e6,8.617E-7
0.000,1.400,10.00e6,1.085E-6
0.000,1.400,12.59e6,1.366E-6
0.000,1.400,15.85e6,1.719E-6
0.000,1.400,19.95e6,2.165E-6
0.000,1.400,25.12e6,2.725E-6
0.000,1.400,31.62e6,3.431E-6
0.000,1.400,39.81e6,4.319E-6
0.000,1.400,50.12e6,5.437E-6
0.000,1.400,63.10e6,6.845E-6
0.000,1.400,79.43e6,8.617E-6
0.000,1.400,100.0e6,1.085E-5
0.000,1.400,125.9e6,1.366E-5
0.000,1.400,158.5e6,1.719E-5
0.000,1.400,199.5e6,2.165E-5
0.000,1.400,251.2e6,2.725E-5
0.000,1.400,316.2e6,3.431E-5
0.000,1.400,398.1e6,4.319E-5
0.000,1.400,501.2e6,5.437E-5
0.000,1.400,631.0e6,6.845E-5
0.000,1.400,794.3e6,8.617E-5
0.000,1.400,1.000e9,1.085E-4
0.000,1.400,1.259e9,1.366E-4
0.000,1.400,1.585e9,1.719E-4
0.000,1.400,1.995e9,2.165E-4
0.000,1.400,2.512e9,2.725E-4
0.000,1.400,3.162e9,3.431E-4
0.000,1.400,3.981e9,4.319E-4
0.000,1.400,5.012e9,0.001
0.000,1.400,6.310e9,0.001
0.000,1.400,7.943e9,0.001
0.000,1.400,10.00e9,0.001
0.000,1.500,100.0e3,1.085E-8
0.000,1.500,125.9e3,1.366E-8
0.000,1.500,158.5e3,1.719E-8
0.000,1.500,199.5e3,2.165E-8
0.000,1.500,251.2e3,2.725E-8
0.000,1.500,316.2e3,3.431E-8
0.000,1.500,398.1e3,4.319E-8
0.000,1.500,501.2e3,5.437E-8
0.000,1.500,631.0e3,6.845E-8
0.000,1.500,794.3e3,8.617E-8
0.000,1.500,1.000e6,1.085E-7
0.000,1.500,1.259e6,1.366E-7
0.000,1.500,1.585e6,1.719E-7
0.000,1.500,1.995e6,2.165E-7
0.000,1.500,2.512e6,2.725E-7
0.000,1.500,3.162e6,3.431E-7
0.000,1.500,3.981e6,4.319E-7
0.000,1.500,5.012e6,5.437E-7
0.000,1.500,6.310e6,6.845E-7
0.000,1.500,7.943e6,8.617E-7
0.000,1.500,10.00e6,1.085E-6
0.000,1.500,12.59e6,1.366E-6
0.000,1.500,15.85e6,1.719E-6
0.000,1.500,19.95e6,2.165E-6
0.000,1.500,25.12e6,2.725E-6
0.000,1.500,31.62e6,3.431E-6
0.000,1.500,39.81e6,4.319E-6
0.000,1.500,50.12e6,5.437E-6
0.000,1.500,63.10e6,6.845E-6
0.000,1.500,79.43e6,8.617E-6
0.000,1.500,100.0e6,1.085E-5
0.000,1.500,125.9e6,1.366E-5
0.000,1.500,158.5e6,1.719E-5
0.000,1.500,199.5e6,2.165E-5
0.000,1.500,251.2e6,2.725E-5
0.000,1.500,316.2e6,3.431E-5
0.000,1.500,398.1e6,4.319E-5
0.000,1.500,501.2e6,5.437E-5
0.000,1.500,631.0e6,6.845E-5
0.000,1.500,794.3e6,8.617E-5
0.000,1.500,1.000e9,1.085E-4
0.000,1.500,1.259e9,1.366E-4
0.000,1.500,1.585e9,1.719E-4
0.000,1.500,1.995e9,2.165E-4
0.000,1.500,2.512e9,2.725E-4
0.000,1.500,3.162e9,3.431E-4
0.000,1.500,3.981e9,4.319E-4
0.000,1.500,5.012e9,0.001
0.000,1.500,6.310e9,0.001
0.000,1.500,7.943e9,0.001
0.000,1.500,10.00e9,0.001
0.000,1.600,100.0e3,1.085E-8
0.000,1.600,125.9e3,1.366E-8
0.000,1.600,158.5e3,1.719E-8
0.000,1.600,199.5e3,2.165E-8
0.000,1.600,251.2e3,2.725E-8
0.000,1.600,316.2e3,3.431E-8
0.000,1.600,398.1e3,4.319E-8
0.000,1.600,501.2e3,5.437E-8
0.000,1.600,631.0e3,6.845E-8
0.000,1.600,794.3e3,8.617E-8
0.000,1.600,1.000e6,1.085E-7
0.000,1.600,1.259e6,1.366E-7
0.000,1.600,1.585e6,1.719E-7
0.000,1.600,1.995e6,2.165E-7
0.000,1.600,2.512e6,2.725E-7
0.000,1.600,3.162e6,3.431E-7
0.000,1.600,3.981e6,4.319E-7
0.000,1.600,5.012e6,5.437E-7
0.000,1.600,6.310e6,6.845E-7
0.000,1.600,7.943e6,8.617E-7
0.000,1.600,10.00e6,1.085E-6
0.000,1.600,12.59e6,1.366E-6
0.000,1.600,15.85e6,1.719E-6
0.000,1.600,19.95e6,2.165E-6
0.000,1.600,25.12e6,2.725E-6
0.000,1.600,31.62e6,3.431E-6
0.000,1.600,39.81e6,4.319E-6
0.000,1.600,50.12e6,5.437E-6
0.000,1.600,63.10e6,6.845E-6
0.000,1.600,79.43e6,8.617E-6
0.000,1.600,100.0e6,1.085E-5
0.000,1.600,125.9e6,1.366E-5
0.000,1.600,158.5e6,1.719E-5
0.000,1.600,199.5e6,2.165E-5
0.000,1.600,251.2e6,2.725E-5
0.000,1.600,316.2e6,3.431E-5
0.000,1.600,398.1e6,4.319E-5
0.000,1.600,501.2e6,5.437E-5
0.000,1.600,631.0e6,6.845E-5
0.000,1.600,794.3e6,8.617E-5
0.000,1.600,1.000e9,1.085E-4
0.000,1.600,1.259e9,1.366E-4
0.000,1.600,1.585e9,1.719E-4
0.000,1.600,1.995e9,2.165E-4
0.000,1.600,2.512e9,2.725E-4
0.000,1.600,3.162e9,3.431E-4
0.000,1.600,3.981e9,4.319E-4
0.000,1.600,5.012e9,0.001
0.000,1.600,6.310e9,0.001
0.000,1.600,7.943e9,0.001
0.000,1.600,10.00e9,0.001
0.000,1.700,100.0e3,1.085E-8
0.000,1.700,125.9e3,1.366E-8
0.000,1.700,158.5e3,1.719E-8
0.000,1.700,199.5e3,2.165E-8
0.000,1.700,251.2e3,2.725E-8
0.000,1.700,316.2e3,3.431E-8
0.000,1.700,398.1e3,4.319E-8
0.000,1.700,501.2e3,5.437E-8
0.000,1.700,631.0e3,6.845E-8
0.000,1.700,794.3e3,8.617E-8
0.000,1.700,1.000e6,1.085E-7
0.000,1.700,1.259e6,1.366E-7
0.000,1.700,1.585e6,1.719E-7
0.000,1.700,1.995e6,2.165E-7
0.000,1.700,2.512e6,2.725E-7
0.000,1.700,3.162e6,3.431E-7
0.000,1.700,3.981e6,4.319E-7
0.000,1.700,5.012e6,5.437E-7
0.000,1.700,6.310e6,6.845E-7
0.000,1.700,7.943e6,8.617E-7
0.000,1.700,10.00e6,1.085E-6
0.000,1.700,12.59e6,1.366E-6
0.000,1.700,15.85e6,1.719E-6
0.000,1.700,19.95e6,2.165E-6
0.000,1.700,25.12e6,2.725E-6
0.000,1.700,31.62e6,3.431E-6
0.000,1.700,39.81e6,4.319E-6
0.000,1.700,50.12e6,5.437E-6
0.000,1.700,63.10e6,6.845E-6
0.000,1.700,79.43e6,8.617E-6
0.000,1.700,100.0e6,1.085E-5
0.000,1.700,125.9e6,1.366E-5
0.000,1.700,158.5e6,1.719E-5
0.000,1.700,199.5e6,2.165E-5
0.000,1.700,251.2e6,2.725E-5
0.000,1.700,316.2e6,3.431E-5
0.000,1.700,398.1e6,4.319E-5
0.000,1.700,501.2e6,5.437E-5
0.000,1.700,631.0e6,6.845E-5
0.000,1.700,794.3e6,8.617E-5
0.000,1.700,1.000e9,1.085E-4
0.000,1.700,1.259e9,1.366E-4
0.000,1.700,1.585e9,1.719E-4
0.000,1.700,1.995e9,2.165E-4
0.000,1.700,2.512e9,2.725E-4
0.000,1.700,3.162e9,3.431E-4
0.000,1.700,3.981e9,4.319E-4
0.000,1.700,5.012e9,0.001
0.000,1.700,6.310e9,0.001
0.000,1.700,7.943e9,0.001
0.000,1.700,10.00e9,0.001
0.000,1.800,100.0e3,1.085E-8
0.000,1.800,125.9e3,1.366E-8
0.000,1.800,158.5e3,1.719E-8
0.000,1.800,199.5e3,2.165E-8
0.000,1.800,251.2e3,2.725E-8
0.000,1.800,316.2e3,3.431E-8
0.000,1.800,398.1e3,4.319E-8
0.000,1.800,501.2e3,5.437E-8
0.000,1.800,631.0e3,6.845E-8
0.000,1.800,794.3e3,8.617E-8
0.000,1.800,1.000e6,1.085E-7
0.000,1.800,1.259e6,1.366E-7
0.000,1.800,1.585e6,1.719E-7
0.000,1.800,1.995e6,2.165E-7
0.000,1.800,2.512e6,2.725E-7
0.000,1.800,3.162e6,3.431E-7
0.000,1.800,3.981e6,4.319E-7
0.000,1.800,5.012e6,5.437E-7
0.000,1.800,6.310e6,6.845E-7
0.000,1.800,7.943e6,8.617E-7
0.000,1.800,10.00e6,1.085E-6
0.000,1.800,12.59e6,1.366E-6
0.000,1.800,15.85e6,1.719E-6
0.000,1.800,19.95e6,2.165E-6
0.000,1.800,25.12e6,2.725E-6
0.000,1.800,31.62e6,3.431E-6
0.000,1.800,39.81e6,4.319E-6
0.000,1.800,50.12e6,5.437E-6
0.000,1.800,63.10e6,6.845E-6
0.000,1.800,79.43e6,8.617E-6
0.000,1.800,100.0e6,1.085E-5
0.000,1.800,125.9e6,1.366E-5
0.000,1.800,158.5e6,1.719E-5
0.000,1.800,199.5e6,2.165E-5
0.000,1.800,251.2e6,2.725E-5
0.000,1.800,316.2e6,3.431E-5
0.000,1.800,398.1e6,4.319E-5
0.000,1.800,501.2e6,5.437E-5
0.000,1.800,631.0e6,6.845E-5
0.000,1.800,794.3e6,8.617E-5
0.000,1.800,1.000e9,1.085E-4
0.000,1.800,1.259e9,1.366E-4
0.000,1.800,1.585e9,1.719E-4
0.000,1.800,1.995e9,2.165E-4
0.000,1.800,2.512e9,2.725E-4
0.000,1.800,3.162e9,3.431E-4
0.000,1.800,3.981e9,4.319E-4
0.000,1.800,5.012e9,0.001
0.000,1.800,6.310e9,0.001
0.000,1.800,7.943e9,0.001
0.000,1.800,10.00e9,0.001
0.000,1.900,100.0e3,1.085E-8
0.000,1.900,125.9e3,1.366E-8
0.000,1.900,158.5e3,1.719E-8
0.000,1.900,199.5e3,2.165E-8
0.000,1.900,251.2e3,2.725E-8
0.000,1.900,316.2e3,3.431E-8
0.000,1.900,398.1e3,4.319E-8
0.000,1.900,501.2e3,5.437E-8
0.000,1.900,631.0e3,6.845E-8
0.000,1.900,794.3e3,8.617E-8
0.000,1.900,1.000e6,1.085E-7
0.000,1.900,1.259e6,1.366E-7
0.000,1.900,1.585e6,1.719E-7
0.000,1.900,1.995e6,2.165E-7
0.000,1.900,2.512e6,2.725E-7
0.000,1.900,3.162e6,3.431E-7
0.000,1.900,3.981e6,4.319E-7
0.000,1.900,5.012e6,5.437E-7
0.000,1.900,6.310e6,6.845E-7
0.000,1.900,7.943e6,8.617E-7
0.000,1.900,10.00e6,1.085E-6
0.000,1.900,12.59e6,1.366E-6
0.000,1.900,15.85e6,1.719E-6
0.000,1.900,19.95e6,2.165E-6
0.000,1.900,25.12e6,2.725E-6
0.000,1.900,31.62e6,3.431E-6
0.000,1.900,39.81e6,4.319E-6
0.000,1.900,50.12e6,5.437E-6
0.000,1.900,63.10e6,6.845E-6
0.000,1.900,79.43e6,8.617E-6
0.000,1.900,100.0e6,1.085E-5
0.000,1.900,125.9e6,1.366E-5
0.000,1.900,158.5e6,1.719E-5
0.000,1.900,199.5e6,2.165E-5
0.000,1.900,251.2e6,2.725E-5
0.000,1.900,316.2e6,3.431E-5
0.000,1.900,398.1e6,4.319E-5
0.000,1.900,501.2e6,5.437E-5
0.000,1.900,631.0e6,6.845E-5
0.000,1.900,794.3e6,8.617E-5
0.000,1.900,1.000e9,1.085E-4
0.000,1.900,1.259e9,1.366E-4
0.000,1.900,1.585e9,1.719E-4
0.000,1.900,1.995e9,2.165E-4
0.000,1.900,2.512e9,2.725E-4
0.000,1.900,3.162e9,3.431E-4
0.000,1.900,3.981e9,4.319E-4
0.000,1.900,5.012e9,0.001
0.000,1.900,6.310e9,0.001
0.000,1.900,7.943e9,0.001
0.000,1.900,10.00e9,0.001
0.000,2.000,100.0e3,1.085E-8
0.000,2.000,125.9e3,1.366E-8
0.000,2.000,158.5e3,1.719E-8
0.000,2.000,199.5e3,2.165E-8
0.000,2.000,251.2e3,2.725E-8
0.000,2.000,316.2e3,3.431E-8
0.000,2.000,398.1e3,4.319E-8
0.000,2.000,501.2e3,5.437E-8
0.000,2.000,631.0e3,6.845E-8
0.000,2.000,794.3e3,8.617E-8
0.000,2.000,1.000e6,1.085E-7
0.000,2.000,1.259e6,1.366E-7
0.000,2.000,1.585e6,1.719E-7
0.000,2.000,1.995e6,2.165E-7
0.000,2.000,2.512e6,2.725E-7
0.000,2.000,3.162e6,3.431E-7
0.000,2.000,3.981e6,4.319E-7
0.000,2.000,5.012e6,5.437E-7
0.000,2.000,6.310e6,6.845E-7
0.000,2.000,7.943e6,8.617E-7
0.000,2.000,10.00e6,1.085E-6
0.000,2.000,12.59e6,1.366E-6
0.000,2.000,15.85e6,1.719E-6
0.000,2.000,19.95e6,2.165E-6
0.000,2.000,25.12e6,2.725E-6
0.000,2.000,31.62e6,3.431E-6
0.000,2.000,39.81e6,4.319E-6
0.000,2.000,50.12e6,5.437E-6
0.000,2.000,63.10e6,6.845E-6
0.000,2.000,79.43e6,8.617E-6
0.000,2.000,100.0e6,1.085E-5
0.000,2.000,125.9e6,1.366E-5
0.000,2.000,158.5e6,1.719E-5
0.000,2.000,199.5e6,2.165E-5
0.000,2.000,251.2e6,2.725E-5
0.000,2.000,316.2e6,3.431E-5
0.000,2.000,398.1e6,4.319E-5
0.000,2.000,501.2e6,5.437E-5
0.000,2.000,631.0e6,6.845E-5
0.000,2.000,794.3e6,8.617E-5
0.000,2.000,1.000e9,1.085E-4
0.000,2.000,1.259e9,1.366E-4
0.000,2.000,1.585e9,1.719E-4
0.000,2.000,1.995e9,2.165E-4
0.000,2.000,2.512e9,2.725E-4
0.000,2.000,3.162e9,3.431E-4
0.000,2.000,3.981e9,4.319E-4
0.000,2.000,5.012e9,0.001
0.000,2.000,6.310e9,0.001
0.000,2.000,7.943e9,0.001
0.000,2.000,10.00e9,0.001
0.000,2.100,100.0e3,1.085E-8
0.000,2.100,125.9e3,1.366E-8
0.000,2.100,158.5e3,1.719E-8
0.000,2.100,199.5e3,2.165E-8
0.000,2.100,251.2e3,2.725E-8
0.000,2.100,316.2e3,3.431E-8
0.000,2.100,398.1e3,4.319E-8
0.000,2.100,501.2e3,5.437E-8
0.000,2.100,631.0e3,6.845E-8
0.000,2.100,794.3e3,8.617E-8
0.000,2.100,1.000e6,1.085E-7
0.000,2.100,1.259e6,1.366E-7
0.000,2.100,1.585e6,1.719E-7
0.000,2.100,1.995e6,2.165E-7
0.000,2.100,2.512e6,2.725E-7
0.000,2.100,3.162e6,3.431E-7
0.000,2.100,3.981e6,4.319E-7
0.000,2.100,5.012e6,5.437E-7
0.000,2.100,6.310e6,6.845E-7
0.000,2.100,7.943e6,8.617E-7
0.000,2.100,10.00e6,1.085E-6
0.000,2.100,12.59e6,1.366E-6
0.000,2.100,15.85e6,1.719E-6
0.000,2.100,19.95e6,2.165E-6
0.000,2.100,25.12e6,2.725E-6
0.000,2.100,31.62e6,3.431E-6
0.000,2.100,39.81e6,4.319E-6
0.000,2.100,50.12e6,5.437E-6
0.000,2.100,63.10e6,6.845E-6
0.000,2.100,79.43e6,8.617E-6
0.000,2.100,100.0e6,1.085E-5
0.000,2.100,125.9e6,1.366E-5
0.000,2.100,158.5e6,1.719E-5
0.000,2.100,199.5e6,2.165E-5
0.000,2.100,251.2e6,2.725E-5
0.000,2.100,316.2e6,3.431E-5
0.000,2.100,398.1e6,4.319E-5
0.000,2.100,501.2e6,5.437E-5
0.000,2.100,631.0e6,6.845E-5
0.000,2.100,794.3e6,8.617E-5
0.000,2.100,1.000e9,1.085E-4
0.000,2.100,1.259e9,1.366E-4
0.000,2.100,1.585e9,1.719E-4
0.000,2.100,1.995e9,2.165E-4
0.000,2.100,2.512e9,2.725E-4
0.000,2.100,3.162e9,3.431E-4
0.000,2.100,3.981e9,4.319E-4
0.000,2.100,5.012e9,0.001
0.000,2.100,6.310e9,0.001
0.000,2.100,7.943e9,0.001
0.000,2.100,10.00e9,0.001
0.000,2.200,100.0e3,1.085E-8
0.000,2.200,125.9e3,1.366E-8
0.000,2.200,158.5e3,1.719E-8
0.000,2.200,199.5e3,2.165E-8
0.000,2.200,251.2e3,2.725E-8
0.000,2.200,316.2e3,3.431E-8
0.000,2.200,398.1e3,4.319E-8
0.000,2.200,501.2e3,5.437E-8
0.000,2.200,631.0e3,6.845E-8
0.000,2.200,794.3e3,8.617E-8
0.000,2.200,1.000e6,1.085E-7
0.000,2.200,1.259e6,1.366E-7
0.000,2.200,1.585e6,1.719E-7
0.000,2.200,1.995e6,2.165E-7
0.000,2.200,2.512e6,2.725E-7
0.000,2.200,3.162e6,3.431E-7
0.000,2.200,3.981e6,4.319E-7
0.000,2.200,5.012e6,5.437E-7
0.000,2.200,6.310e6,6.845E-7
0.000,2.200,7.943e6,8.617E-7
0.000,2.200,10.00e6,1.085E-6
0.000,2.200,12.59e6,1.366E-6
0.000,2.200,15.85e6,1.719E-6
0.000,2.200,19.95e6,2.165E-6
0.000,2.200,25.12e6,2.725E-6
0.000,2.200,31.62e6,3.431E-6
0.000,2.200,39.81e6,4.319E-6
0.000,2.200,50.12e6,5.437E-6
0.000,2.200,63.10e6,6.845E-6
0.000,2.200,79.43e6,8.617E-6
0.000,2.200,100.0e6,1.085E-5
0.000,2.200,125.9e6,1.366E-5
0.000,2.200,158.5e6,1.719E-5
0.000,2.200,199.5e6,2.165E-5
0.000,2.200,251.2e6,2.725E-5
0.000,2.200,316.2e6,3.431E-5
0.000,2.200,398.1e6,4.319E-5
0.000,2.200,501.2e6,5.437E-5
0.000,2.200,631.0e6,6.845E-5
0.000,2.200,794.3e6,8.617E-5
0.000,2.200,1.000e9,1.085E-4
0.000,2.200,1.259e9,1.366E-4
0.000,2.200,1.585e9,1.719E-4
0.000,2.200,1.995e9,2.165E-4
0.000,2.200,2.512e9,2.725E-4
0.000,2.200,3.162e9,3.431E-4
0.000,2.200,3.981e9,4.319E-4
0.000,2.200,5.012e9,0.001
0.000,2.200,6.310e9,0.001
0.000,2.200,7.943e9,0.001
0.000,2.200,10.00e9,0.001
0.000,2.300,100.0e3,1.085E-8
0.000,2.300,125.9e3,1.366E-8
0.000,2.300,158.5e3,1.719E-8
0.000,2.300,199.5e3,2.165E-8
0.000,2.300,251.2e3,2.725E-8
0.000,2.300,316.2e3,3.431E-8
0.000,2.300,398.1e3,4.319E-8
0.000,2.300,501.2e3,5.437E-8
0.000,2.300,631.0e3,6.845E-8
0.000,2.300,794.3e3,8.617E-8
0.000,2.300,1.000e6,1.085E-7
0.000,2.300,1.259e6,1.366E-7
0.000,2.300,1.585e6,1.719E-7
0.000,2.300,1.995e6,2.165E-7
0.000,2.300,2.512e6,2.725E-7
0.000,2.300,3.162e6,3.431E-7
0.000,2.300,3.981e6,4.319E-7
0.000,2.300,5.012e6,5.437E-7
0.000,2.300,6.310e6,6.845E-7
0.000,2.300,7.943e6,8.617E-7
0.000,2.300,10.00e6,1.085E-6
0.000,2.300,12.59e6,1.366E-6
0.000,2.300,15.85e6,1.719E-6
0.000,2.300,19.95e6,2.165E-6
0.000,2.300,25.12e6,2.725E-6
0.000,2.300,31.62e6,3.431E-6
0.000,2.300,39.81e6,4.319E-6
0.000,2.300,50.12e6,5.437E-6
0.000,2.300,63.10e6,6.845E-6
0.000,2.300,79.43e6,8.617E-6
0.000,2.300,100.0e6,1.085E-5
0.000,2.300,125.9e6,1.366E-5
0.000,2.300,158.5e6,1.719E-5
0.000,2.300,199.5e6,2.165E-5
0.000,2.300,251.2e6,2.725E-5
0.000,2.300,316.2e6,3.431E-5
0.000,2.300,398.1e6,4.319E-5
0.000,2.300,501.2e6,5.437E-5
0.000,2.300,631.0e6,6.845E-5
0.000,2.300,794.3e6,8.617E-5
0.000,2.300,1.000e9,1.085E-4
0.000,2.300,1.259e9,1.366E-4
0.000,2.300,1.585e9,1.719E-4
0.000,2.300,1.995e9,2.165E-4
0.000,2.300,2.512e9,2.725E-4
0.000,2.300,3.162e9,3.431E-4
0.000,2.300,3.981e9,4.319E-4
0.000,2.300,5.012e9,0.001
0.000,2.300,6.310e9,0.001
0.000,2.300,7.943e9,0.001
0.000,2.300,10.00e9,0.001
0.000,2.400,100.0e3,1.085E-8
0.000,2.400,125.9e3,1.366E-8
0.000,2.400,158.5e3,1.719E-8
0.000,2.400,199.5e3,2.165E-8
0.000,2.400,251.2e3,2.725E-8
0.000,2.400,316.2e3,3.431E-8
0.000,2.400,398.1e3,4.319E-8
0.000,2.400,501.2e3,5.437E-8
0.000,2.400,631.0e3,6.845E-8
0.000,2.400,794.3e3,8.617E-8
0.000,2.400,1.000e6,1.085E-7
0.000,2.400,1.259e6,1.366E-7
0.000,2.400,1.585e6,1.719E-7
0.000,2.400,1.995e6,2.165E-7
0.000,2.400,2.512e6,2.725E-7
0.000,2.400,3.162e6,3.431E-7
0.000,2.400,3.981e6,4.319E-7
0.000,2.400,5.012e6,5.437E-7
0.000,2.400,6.310e6,6.845E-7
0.000,2.400,7.943e6,8.617E-7
0.000,2.400,10.00e6,1.085E-6
0.000,2.400,12.59e6,1.366E-6
0.000,2.400,15.85e6,1.719E-6
0.000,2.400,19.95e6,2.165E-6
0.000,2.400,25.12e6,2.725E-6
0.000,2.400,31.62e6,3.431E-6
0.000,2.400,39.81e6,4.319E-6
0.000,2.400,50.12e6,5.437E-6
0.000,2.400,63.10e6,6.845E-6
0.000,2.400,79.43e6,8.617E-6
0.000,2.400,100.0e6,1.085E-5
0.000,2.400,125.9e6,1.366E-5
0.000,2.400,158.5e6,1.719E-5
0.000,2.400,199.5e6,2.165E-5
0.000,2.400,251.2e6,2.725E-5
0.000,2.400,316.2e6,3.431E-5
0.000,2.400,398.1e6,4.319E-5
0.000,2.400,501.2e6,5.437E-5
0.000,2.400,631.0e6,6.845E-5
0.000,2.400,794.3e6,8.617E-5
0.000,2.400,1.000e9,1.085E-4
0.000,2.400,1.259e9,1.366E-4
0.000,2.400,1.585e9,1.719E-4
0.000,2.400,1.995e9,2.165E-4
0.000,2.400,2.512e9,2.725E-4
0.000,2.400,3.162e9,3.431E-4
0.000,2.400,3.981e9,4.319E-4
0.000,2.400,5.012e9,0.001
0.000,2.400,6.310e9,0.001
0.000,2.400,7.943e9,0.001
0.000,2.400,10.00e9,0.001
0.000,2.500,100.0e3,1.085E-8
0.000,2.500,125.9e3,1.366E-8
0.000,2.500,158.5e3,1.719E-8
0.000,2.500,199.5e3,2.165E-8
0.000,2.500,251.2e3,2.725E-8
0.000,2.500,316.2e3,3.431E-8
0.000,2.500,398.1e3,4.319E-8
