freq, current
28.2340100000000013836 GHz,0.00000146167977137927 - j0.00105643708492660885 
28.2350099999999990530 GHz,0.00000146157623641423 - j0.00105639464274501563 
28.2360100000000002751 GHz,0.00000146147271275949 - j0.00105635220339163533 
28.2370100000000014973 GHz,0.00000146136920003605 - j0.00105630976686616525 
28.2380099999999991667 GHz,0.00000146126569864649 - j0.00105626733316830658 
28.2390100000000003888 GHz,0.00000146116220758416 - j0.00105622490229775748 
28.2400100000000016109 GHz,0.00000146105872738783 - j0.00105618247425421871 
28.2410099999999992804 GHz,0.00000146095525920619 - j0.00105614004903739058 
28.2420100000000005025 GHz,0.00000146085180155888 - j0.00105609762664697106 
28.2430100000000017246 GHz,0.00000146074835507349 - j0.00105605520708266045 
28.2440099999999993940 GHz,0.00000146064491918748 - j0.00105601279034415996 
28.2450100000000006162 GHz,0.00000146054149451069 - j0.00105597037643116796 
28.2460099999999982856 GHz,0.00000146043808037989 - j0.00105592796534338435 
28.2470099999999995077 GHz,0.00000146033467783124 - j0.00105588555708050857 
28.2480100000000007299 GHz,0.00000146023128598247 - j0.00105584315164224292 
28.2490099999999983993 GHz,0.00000146012790466181 - j0.00105580074902828663 
28.2500099999999996214 GHz,0.00000146002453514228 - j0.00105575834923833699 
28.2510100000000008436 GHz,0.00000145992117602052 - j0.00105571595227209780 
28.2520099999999985130 GHz,0.00000145981782814323 - j0.00105567355812926701 
28.2530099999999997351 GHz,0.00000145971449135641 - j0.00105563116680954579 
28.2540100000000009572 GHz,0.00000145961116513898 - j0.00105558877831263384 
28.2550099999999986267 GHz,0.00000145950785050341 - j0.00105554639263823343 
28.2560099999999998488 GHz,0.00000145940454631281 - j0.00105550400978604011 
28.2570100000000010709 GHz,0.00000145930125354415 - j0.00105546162975576029 
28.2580099999999987403 GHz,0.00000145919797143357 - j0.00105541925254709081 
28.2590099999999999625 GHz,0.00000145909470017050 - j0.00105537687815973201 
28.2600100000000011846 GHz,0.00000145899144011020 - j0.00105533450659338487 
28.2610099999999988540 GHz,0.00000145888819128225 - j0.00105529213784775057 
28.2620100000000000762 GHz,0.00000145878495278067 - j0.00105524977192253009 
28.2630100000000012983 GHz,0.00000145868172517981 - j0.00105520740881742225 
28.2640099999999989677 GHz,0.00000145857850937964 - j0.00105516504853212932 
28.2650100000000001899 GHz,0.00000145847530432619 - j0.00105512269106635076 
28.2660100000000014120 GHz,0.00000145837210941547 - j0.00105508033641978842 
28.2670099999999990814 GHz,0.00000145826892600341 - j0.00105503798459214283 
28.2680100000000003035 GHz,0.00000145816575384722 - j0.00105499563558311455 
28.2690100000000015257 GHz,0.00000145806259182778 - j0.00105495328939240454 
28.2700099999999991951 GHz,0.00000145795944136616 - j0.00105491094601971422 
28.2710100000000004172 GHz,0.00000145785630110047 - j0.00105486860546474370 
28.2720100000000016394 GHz,0.00000145775317243993 - j0.00105482626772719504 
28.2730099999999993088 GHz,0.00000145765005513585 - j0.00105478393280676857 
28.2740100000000005309 GHz,0.00000145754694830595 - j0.00105474160070316418 
28.2750100000000017531 GHz,0.00000145744385237063 - j0.00105469927141608566 
28.2760099999999994225 GHz,0.00000145734076766146 - j0.00105465694494523226 
28.2770100000000006446 GHz,0.00000145723769366328 - j0.00105461462129030604 
28.2780099999999983140 GHz,0.00000145713463043531 - j0.00105457230045100775 
28.2790099999999995362 GHz,0.00000145703157780581 - j0.00105452998242703839 
28.2800100000000007583 GHz,0.00000145692853716627 - j0.00105448766721810065 
28.2810099999999984277 GHz,0.00000145682550637912 - j0.00105444535482389487 
28.2820099999999996498 GHz,0.00000145672248691282 - j0.00105440304524412245 
28.2830100000000008720 GHz,0.00000145661947867263 - j0.00105436073847848546 
28.2840099999999985414 GHz,0.00000145651648114339 - j0.00105431843452668617 
28.2850099999999997635 GHz,0.00000145641349466854 - j0.00105427613338842339 
28.2860100000000009857 GHz,0.00000145631051953821 - j0.00105423383506340006 
28.2870099999999986551 GHz,0.00000145620755422474 - j0.00105419153955131845 
28.2880099999999998772 GHz,0.00000145610460060515 - j0.00105414924685188149 
28.2890100000000010994 GHz,0.00000145600165791560 - j0.00105410695696478863 
28.2900099999999987688 GHz,0.00000145589872546333 - j0.00105406466988974107 
28.2910099999999999909 GHz,0.00000145579580500100 - j0.00105402238562644478 
28.2920100000000012130 GHz,0.00000145569289452726 - j0.00105398010417459553 
28.2930099999999988825 GHz,0.00000145558999498359 - j0.00105393782553390080 
28.2940100000000001046 GHz,0.00000145548710667790 - j0.00105389554970405875 
28.2950100000000013267 GHz,0.00000145538422939111 - j0.00105385327668477296 
28.2960099999999989961 GHz,0.00000145528136312915 - j0.00105381100647574549 
28.2970100000000002183 GHz,0.00000145517850712821 - j0.00105376873907667818 
28.2980100000000014404 GHz,0.00000145507566247187 - j0.00105372647448727288 
28.2990099999999991098 GHz,0.00000145497282908908 - j0.00105368421270723251 
28.3000100000000003320 GHz,0.00000145487000584893 - j0.00105364195373625806 
28.3010100000000015541 GHz,0.00000145476719366920 - j0.00105359969757405376 
28.3020099999999992235 GHz,0.00000145466439279860 - j0.00105355744422031884 
28.3030100000000004457 GHz,0.00000145456160235490 - j0.00105351519367475905 
28.3040100000000016678 GHz,0.00000145445882323221 - j0.00105347294593707299 
28.3050099999999993372 GHz,0.00000145435605469632 - j0.00105343070100696618 
28.3060100000000005593 GHz,0.00000145425329752886 - j0.00105338845888414069 
28.3070099999999982288 GHz,0.00000145415055027915 - j0.00105334621956829858 
28.3080099999999994509 GHz,0.00000145404781467027 - j0.00105330398305913996 
28.3090100000000006730 GHz,0.00000145394509010422 - j0.00105326174935637079 
28.3100099999999983424 GHz,0.00000145384237602443 - j0.00105321951845969313 
28.3110099999999995646 GHz,0.00000145373967305264 - j0.00105317729036880840 
28.3120100000000007867 GHz,0.00000145363698070335 - j0.00105313506508341930 
28.3130099999999984561 GHz,0.00000145353429901211 - j0.00105309284260322986 
28.3140099999999996783 GHz,0.00000145343162878423 - j0.00105305062292794082 
28.3150100000000009004 GHz,0.00000145332896927367 - j0.00105300840605725729 
28.3160099999999985698 GHz,0.00000145322632058113 - j0.00105296619199088132 
28.3170099999999997920 GHz,0.00000145312368267110 - j0.00105292398072851477 
28.3180100000000010141 GHz,0.00000145302105593443 - j0.00105288177226986251 
28.3190099999999986835 GHz,0.00000145291843956586 - j0.00105283956661462509 
28.3200099999999999056 GHz,0.00000145281583469045 - j0.00105279736376250759 
28.3210100000000011278 GHz,0.00000145271324020097 - j0.00105275516371321166 
28.3220099999999987972 GHz,0.00000145261065603826 - j0.00105271296646644217 
28.3230100000000000193 GHz,0.00000145250808407936 - j0.00105267077202190096 
28.3240100000000012415 GHz,0.00000145240552236441 - j0.00105262858037929227 
28.3250099999999989109 GHz,0.00000145230297094081 - j0.00105258639153831793 
28.3260100000000001330 GHz,0.00000145220043094547 - j0.00105254420549868066 
28.3270100000000013551 GHz,0.00000145209790240804 - j0.00105250202226008665 
28.3280099999999990246 GHz,0.00000145199538347524 - j0.00105245984182223643 
28.3290100000000002467 GHz,0.00000145189287602412 - j0.00105241766418483619 
28.3300100000000014688 GHz,0.00000145179037982971 - j0.00105237548934758668 
28.3310099999999991383 GHz,0.00000145168789354797 - j0.00105233331731019192 
28.3320100000000003604 GHz,0.00000145158541900859 - j0.00105229114807235636 
28.3330100000000015825 GHz,0.00000145148295498000 - j0.00105224898163378358 
28.3340099999999992519 GHz,0.00000145138050212543 - j0.00105220681799417736 
28.3350100000000004741 GHz,0.00000145127805955083 - j0.00105216465715323977 
28.3360100000000016962 GHz,0.00000145117562817996 - j0.00105212249911067700 
28.3370099999999993656 GHz,0.00000145107320726680 - j0.00105208034386618937 
28.3380100000000005878 GHz,0.00000145097079759300 - j0.00105203819141948393 
28.3390099999999982572 GHz,0.00000145086839843031 - j0.00105199604177026360 
28.3400099999999994793 GHz,0.00000145076601037683 - j0.00105195389491823132 
28.3410100000000007014 GHz,0.00000145066363344444 - j0.00105191175086309131 
28.3420099999999983709 GHz,0.00000145056126671544 - j0.00105186960960454825 
28.3430099999999995930 GHz,0.00000145045891099516 - j0.00105182747114230483 
28.3440100000000008151 GHz,0.00000145035656638431 - j0.00105178533547606702 
28.3450099999999984846 GHz,0.00000145025423246257 - j0.00105174320260553755 
28.3460099999999997067 GHz,0.00000145015190971551 - j0.00105170107253042128 
28.3470100000000009288 GHz,0.00000145004959653265 - j0.00105165894525041941 
28.3480099999999985982 GHz,0.00000144994729547793 - j0.00105161682076524094 
28.3490099999999998204 GHz,0.00000144984500485202 - j0.00105157469907458771 
28.3500100000000010425 GHz,0.00000144974272497474 - j0.00105153258017816310 
28.3510099999999987119 GHz,0.00000144964045624289 - j0.00105149046407567305 
28.3520099999999999341 GHz,0.00000144953819820057 - j0.00105144835076682050 
28.3530100000000011562 GHz,0.00000144943595058735 - j0.00105140624025131121 
28.3540099999999988256 GHz,0.00000144933371365198 - j0.00105136413252884960 
28.3550100000000000477 GHz,0.00000144923148837744 - j0.00105132202759913905 
28.3560100000000012699 GHz,0.00000144912927320654 - j0.00105127992546188358 
28.3570099999999989393 GHz,0.00000144902706966110 - j0.00105123782611679173 
28.3580100000000001614 GHz,0.00000144892487594707 - j0.00105119572956356277 
28.3590100000000013836 GHz,0.00000144882269312442 - j0.00105115363580190438 
28.3600099999999990530 GHz,0.00000144872052180903 - j0.00105111154483152123 
28.3610100000000002751 GHz,0.00000144861836075752 - j0.00105106945665211799 
28.3620100000000014973 GHz,0.00000144851621104764 - j0.00105102737126339758 
28.3630099999999991667 GHz,0.00000144841407148929 - j0.00105098528866506683 
28.3640100000000003888 GHz,0.00000144831194320760 - j0.00105094320885682976 
28.3650100000000016109 GHz,0.00000144820982550394 - j0.00105090113183839255 
28.3660099999999992804 GHz,0.00000144810771884616 - j0.00105085905760945856 
28.3670100000000005025 GHz,0.00000144800562284356 - j0.00105081698616973332 
28.3680100000000017246 GHz,0.00000144790353731858 - j0.00105077491751892215 
28.3690099999999993940 GHz,0.00000144780146285158 - j0.00105073285165672970 
28.3700100000000006162 GHz,0.00000144769939906961 - j0.00105069078858286173 
28.3710099999999982856 GHz,0.00000144759734654121 - j0.00105064872829702355 
28.3720099999999995077 GHz,0.00000144749530435458 - j0.00105060667079891830 
28.3730100000000007299 GHz,0.00000144739327292432 - j0.00105056461608825239 
28.3740099999999983993 GHz,0.00000144729125229786 - j0.00105052256416473221 
28.3750099999999996214 GHz,0.00000144718924282468 - j0.00105048051502806307 
28.3760100000000008436 GHz,0.00000144708724378837 - j0.00105043846867794899 
28.3770099999999985130 GHz,0.00000144698525552656 - j0.00105039642511409550 
28.3780099999999997351 GHz,0.00000144688327823472 - j0.00105035438433620835 
28.3790100000000009572 GHz,0.00000144678131187152 - j0.00105031234634399414 
28.3800099999999986267 GHz,0.00000144667935583901 - j0.00105027031113715669 
28.3810099999999998488 GHz,0.00000144657741003663 - j0.00105022827871540216 
28.3820100000000010709 GHz,0.00000144647547650136 - j0.00105018624907843652 
28.3830099999999987403 GHz,0.00000144637355309575 - j0.00105014422222596574 
28.3840099999999999625 GHz,0.00000144627164057191 - j0.00105010219815769557 
28.3850100000000011846 GHz,0.00000144616973871676 - j0.00105006017687332980 
28.3860099999999988540 GHz,0.00000144606784720474 - j0.00105001815837257591 
28.3870100000000000762 GHz,0.00000144596596708994 - j0.00104997614265514008 
28.3880100000000012983 GHz,0.00000144586409748427 - j0.00104993412972072655 
28.3890099999999989677 GHz,0.00000144576223837008 - j0.00104989211956904279 
28.3900100000000001899 GHz,0.00000144566039071856 - j0.00104985011219979390 
28.3910100000000014120 GHz,0.00000144555855274160 - j0.00104980810761268716 
28.3920099999999990814 GHz,0.00000144545672620977 - j0.00104976610580742634 
28.3930100000000003035 GHz,0.00000144535491053696 - j0.00104972410678371916 
28.3940100000000015257 GHz,0.00000144525310567592 - j0.00104968211054127201 
28.3950099999999991951 GHz,0.00000144515131132479 - j0.00104964011707978913 
28.3960100000000004172 GHz,0.00000144504952738302 - j0.00104959812639897907 
28.3970100000000016394 GHz,0.00000144494775499942 - j0.00104955613849854607 
28.3980099999999993088 GHz,0.00000144484599323858 - j0.00104951415337819804 
28.3990100000000005309 GHz,0.00000144474424133084 - j0.00104947217103764073 
28.4000100000000017531 GHz,0.00000144464250049018 - j0.00104943019147657858 
28.4010099999999994225 GHz,0.00000144454077108974 - j0.00104938821469472061 
28.4020100000000006446 GHz,0.00000144443905182699 - j0.00104934624069177211 
28.4030099999999983140 GHz,0.00000144433734367904 - j0.00104930426946744102 
28.4040099999999995362 GHz,0.00000144423564622561 - j0.00104926230102143220 
28.4050100000000007583 GHz,0.00000144413395914707 - j0.00104922033535345249 
28.4060099999999984277 GHz,0.00000144403228325475 - j0.00104917837246320850 
28.4070099999999996498 GHz,0.00000144393061764284 - j0.00104913641235040772 
28.4080100000000008720 GHz,0.00000144382896310490 - j0.00104909445501475524 
28.4090099999999985414 GHz,0.00000144372731932132 - j0.00104905250045595898 
28.4100099999999997635 GHz,0.00000144362568664156 - j0.00104901054867372664 
28.4110100000000009857 GHz,0.00000144352406366836 - j0.00104896859966776244 
28.4120099999999986551 GHz,0.00000144342245239730 - j0.00104892665343777561 
28.4130099999999998772 GHz,0.00000144332085101069 - j0.00104888470998347146 
28.4140100000000010994 GHz,0.00000144321926076988 - j0.00104884276930455834 
28.4150099999999987688 GHz,0.00000144311768137894 - j0.00104880083140074156 
28.4160099999999999909 GHz,0.00000144301611252419 - j0.00104875889627173034 
28.4170100000000012130 GHz,0.00000144291455466761 - j0.00104871696391723042 
28.4180099999999988825 GHz,0.00000144281300671984 - j0.00104867503433694713 
28.4190100000000001046 GHz,0.00000144271147062909 - j0.00104863310753059162 
28.4200100000000013267 GHz,0.00000144260994482046 - j0.00104859118349786792 
28.4210099999999989961 GHz,0.00000144250842951909 - j0.00104854926223848371 
28.4220100000000002183 GHz,0.00000144240692464815 - j0.00104850734375214736 
28.4230100000000014404 GHz,0.00000144230543106043 - j0.00104846542803856569 
28.4240099999999991098 GHz,0.00000144220394835343 - j0.00104842351509744640 
28.4250100000000003320 GHz,0.00000144210247543188 - j0.00104838160492849567 
28.4260100000000015541 GHz,0.00000144200101382358 - j0.00104833969753142272 
28.4270099999999992235 GHz,0.00000144189956326814 - j0.00104829779290593330 
28.4280100000000004457 GHz,0.00000144179812314992 - j0.00104825589105173554 
28.4290100000000016678 GHz,0.00000144169669375920 - j0.00104821399196853736 
28.4300099999999993372 GHz,0.00000144159527469347 - j0.00104817209565604666 
28.4310100000000005593 GHz,0.00000144149386632594 - j0.00104813020211396942 
28.4320099999999982288 GHz,0.00000144139246895872 - j0.00104808831134201551 
28.4330099999999994509 GHz,0.00000144129108206499 - j0.00104804642333989110 
28.4340100000000006730 GHz,0.00000144118970627253 - j0.00104800453810730541 
28.4350099999999983424 GHz,0.00000144108834101308 - j0.00104796265564396376 
28.4360099999999995646 GHz,0.00000144098698665389 - j0.00104792077594957709 
28.4370100000000007867 GHz,0.00000144088564246683 - j0.00104787889902385094 
28.4380099999999984561 GHz,0.00000144078430916849 - j0.00104783702486649301 
28.4390099999999996783 GHz,0.00000144068298680642 - j0.00104779515347721338 
28.4400100000000009004 GHz,0.00000144058167496630 - j0.00104775328485571845 
28.4410099999999985698 GHz,0.00000144048037393248 - j0.00104771141900171657 
28.4420099999999997920 GHz,0.00000144037908265710 - j0.00104766955591491760 
28.4430100000000010141 GHz,0.00000144027780342587 - j0.00104762769559502708 
28.4440099999999986835 GHz,0.00000144017653404222 - j0.00104758583804175466 
28.4450099999999999056 GHz,0.00000144007527625896 - j0.00104754398325480782 
28.4460100000000011278 GHz,0.00000143997402741174 - j0.00104750213123389470 
28.4470099999999987972 GHz,0.00000143987279069815 - j0.00104746028197872428 
28.4480100000000000193 GHz,0.00000143977156438939 - j0.00104741843548900406 
28.4490100000000012415 GHz,0.00000143967034863363 - j0.00104737659176444412 
28.4500099999999989109 GHz,0.00000143956914374489 - j0.00104733475080475173 
28.4510100000000001330 GHz,0.00000143946794932660 - j0.00104729291260963480 
28.4520100000000013551 GHz,0.00000143936676582302 - j0.00104725107717880189 
28.4530099999999990246 GHz,0.00000143926559249418 - j0.00104720924451196288 
28.4540100000000002467 GHz,0.00000143916442989093 - j0.00104716741460882589 
28.4550100000000014688 GHz,0.00000143906327788908 - j0.00104712558746909864 
28.4560099999999991383 GHz,0.00000143896213743029 - j0.00104708376309249054 
28.4570100000000003604 GHz,0.00000143886100679166 - j0.00104704194147870952 
28.4580100000000015825 GHz,0.00000143875988739445 - j0.00104700012262746523 
28.4590099999999992519 GHz,0.00000143865877765789 - j0.00104695830653846666 
28.4600100000000004741 GHz,0.00000143855767960719 - j0.00104691649321142174 
28.4610100000000016962 GHz,0.00000143845659174449 - j0.00104687468264603946 
28.4620099999999993656 GHz,0.00000143835551465615 - j0.00104683287484203013 
28.4630100000000005878 GHz,0.00000143825444827130 - j0.00104679106979910035 
28.4640099999999982572 GHz,0.00000143815339241842 - j0.00104674926751696044 
28.4650099999999994793 GHz,0.00000143805234708584 - j0.00104670746799531895 
28.4660100000000007014 GHz,0.00000143795131268823 - j0.00104666567123388641 
28.4670099999999983709 GHz,0.00000143785028873431 - j0.00104662387723237073 
28.4680099999999995930 GHz,0.00000143774927597035 - j0.00104658208599048091 
28.4690100000000008151 GHz,0.00000143764827304650 - j0.00104654029750792768 
28.4700099999999984846 GHz,0.00000143754728124192 - j0.00104649851178441745 
28.4710099999999997067 GHz,0.00000143744629965679 - j0.00104645672881966008 
28.4720100000000009288 GHz,0.00000143734532919724 - j0.00104641494861336848 
28.4730099999999985982 GHz,0.00000143724436941344 - j0.00104637317116524752 
28.4740099999999998204 GHz,0.00000143714341963058 - j0.00104633139647500881 
28.4750100000000010425 GHz,0.00000143704248117519 - j0.00104628962454236373 
28.4760099999999987119 GHz,0.00000143694155296982 - j0.00104624785536701673 
28.4770099999999999341 GHz,0.00000143684063539953 - j0.00104620608894868158 
28.4780100000000011562 GHz,0.00000143673972887308 - j0.00104616432528706620 
28.4790099999999988256 GHz,0.00000143663883292883 - j0.00104612256438188001 
28.4800100000000000477 GHz,0.00000143653794709326 - j0.00104608080623283333 
28.4810100000000012699 GHz,0.00000143643707176924 - j0.00104603905083963601 
28.4820099999999989393 GHz,0.00000143633620751945 - j0.00104599729820199685 
28.4830100000000001614 GHz,0.00000143623535414872 - j0.00104595554831962635 
28.4840100000000013836 GHz,0.00000143613451070393 - j0.00104591380119223396 
28.4850099999999990530 GHz,0.00000143603367831030 - j0.00104587205681952911 
28.4860100000000002751 GHz,0.00000143593285680818 - j0.00104583031520122318 
28.4870100000000014973 GHz,0.00000143583204530367 - j0.00104578857633702517 
28.4880099999999991667 GHz,0.00000143573124469699 - j0.00104574684022664386 
28.4890100000000003888 GHz,0.00000143563045437848 - j0.00104570510686979043 
28.4900100000000016109 GHz,0.00000143552967527796 - j0.00104566337626617670 
28.4910099999999992804 GHz,0.00000143542890648379 - j0.00104562164841550970 
28.4920100000000005025 GHz,0.00000143532814852315 - j0.00104557992331750127 
28.4930100000000017246 GHz,0.00000143522740054361 - j0.00104553820097186062 
28.4940099999999993940 GHz,0.00000143512666407898 - j0.00104549648137829934 
28.4950100000000006162 GHz,0.00000143502593774390 - j0.00104545476453652732 
28.4960099999999982856 GHz,0.00000143492522178136 - j0.00104541305044625419 
28.4970099999999995077 GHz,0.00000143482451629815 - j0.00104537133910719005 
28.4980100000000007299 GHz,0.00000143472382201688 - j0.00104532963051904562 
28.4990099999999983993 GHz,0.00000143462313794301 - j0.00104528792468153164 
28.5000099999999996214 GHz,0.00000143452246469848 - j0.00104524622159435864 
28.5010100000000008436 GHz,0.00000143442180205850 - j0.00104520452125723626 
28.5020099999999985130 GHz,0.00000143432114951407 - j0.00104516282366987632 
28.5030099999999997351 GHz,0.00000143422050858717 - j0.00104512112883198868 
28.5040100000000009572 GHz,0.00000143411987772073 - j0.00104507943674328409 
28.5050099999999986267 GHz,0.00000143401925668406 - j0.00104503774740347306 
28.5060099999999998488 GHz,0.00000143391864733663 - j0.00104499606081226676 
28.5070100000000010709 GHz,0.00000143381804803258 - j0.00104495437696937549 
28.5080099999999987403 GHz,0.00000143371745893794 - j0.00104491269587450976 
28.5090099999999999625 GHz,0.00000143361688130821 - j0.00104487101752737967 
28.5100100000000011846 GHz,0.00000143351631374623 - j0.00104482934192769920 
28.5110099999999988540 GHz,0.00000143341575696277 - j0.00104478766907517627 
28.5120100000000000762 GHz,0.00000143331521073898 - j0.00104474599896952291 
28.5130100000000012983 GHz,0.00000143321467501587 - j0.00104470433161044964 
28.5140099999999989677 GHz,0.00000143311415005422 - j0.00104466266699766849 
28.5150100000000001899 GHz,0.00000143301363538647 - j0.00104462100513088912 
28.5160100000000014120 GHz,0.00000143291313123788 - j0.00104457934600982552 
28.5170099999999990814 GHz,0.00000143281263821856 - j0.00104453768963418494 
28.5180100000000003035 GHz,0.00000143271215535173 - j0.00104449603600367943 
28.5190100000000015257 GHz,0.00000143261168286267 - j0.00104445438511802276 
28.5200099999999991951 GHz,0.00000143251122123714 - j0.00104441273697692414 
28.5210100000000004172 GHz,0.00000143241076998983 - j0.00104437109158009560 
28.5220100000000016394 GHz,0.00000143231032979601 - j0.00104432944892724790 
28.5230099999999993088 GHz,0.00000143220989966708 - j0.00104428780901809240 
28.5240100000000005309 GHz,0.00000143210948025462 - j0.00104424617185234114 
28.5250100000000017531 GHz,0.00000143200907104371 - j0.00104420453742970574 
28.5260099999999994225 GHz,0.00000143190867294648 - j0.00104416290574989756 
28.5270100000000006446 GHz,0.00000143180828490327 - j0.00104412127681262693 
28.5280099999999983140 GHz,0.00000143170790773146 - j0.00104407965061760781 
28.5290099999999995362 GHz,0.00000143160754182800 - j0.00104403802716454986 
28.5300100000000007583 GHz,0.00000143150718522732 - j0.00104399640645316490 
28.5310099999999984277 GHz,0.00000143140683942181 - j0.00104395478848316584 
28.5320099999999996498 GHz,0.00000143130650509857 - j0.00104391317325426385 
28.5330100000000008720 GHz,0.00000143120618059399 - j0.00104387156076617051 
28.5340099999999985414 GHz,0.00000143110586652415 - j0.00104382995101859680 
28.5350099999999997635 GHz,0.00000143100556346364 - j0.00104378834401125625 
28.5360100000000009857 GHz,0.00000143090527041796 - j0.00104374673974385983 
28.5370099999999986551 GHz,0.00000143080498809791 - j0.00104370513821612043 
28.5380099999999998772 GHz,0.00000143070471624322 - j0.00104366353942774923 
28.5390100000000010994 GHz,0.00000143060445496663 - j0.00104362194337845782 
28.5400099999999987688 GHz,0.00000143050420403749 - j0.00104358035006795889 
28.5410099999999999909 GHz,0.00000143040396472319 - j0.00104353875949596492 
28.5420100000000012130 GHz,0.00000143030373463775 - j0.00104349717166218599 
28.5430099999999988825 GHz,0.00000143020351570582 - j0.00104345558656633889 
28.5440100000000001046 GHz,0.00000143010330741251 - j0.00104341400420813156 
28.5450100000000013267 GHz,0.00000143000310937914 - j0.00104337242458727797 
28.5460099999999989961 GHz,0.00000142990292193163 - j0.00104333084770349017 
28.5470100000000002183 GHz,0.00000142980274558540 - j0.00104328927355648105 
28.5480100000000014404 GHz,0.00000142970257841040 - j0.00104324770214596157 
28.5490099999999991098 GHz,0.00000142960242297077 - j0.00104320613347164549 
28.5500100000000003320 GHz,0.00000142950227765622 - j0.00104316456753324508 
28.5510100000000015541 GHz,0.00000142940214258545 - j0.00104312300433047193 
28.5520099999999992235 GHz,0.00000142930201835675 - j0.00104308144386304046 
28.5530100000000004457 GHz,0.00000142920190456778 - j0.00104303988613066207 
28.5540100000000016678 GHz,0.00000142910180169840 - j0.00104299833113304791 
28.5550099999999993372 GHz,0.00000142900170815610 - j0.00104295677886991392 
28.5560100000000005593 GHz,0.00000142890162666489 - j0.00104291522934097194 
28.5570099999999982288 GHz,0.00000142880155457237 - j0.00104287368254593203 
28.5580099999999994509 GHz,0.00000142870149315185 - j0.00104283213848451015 
28.5590100000000006730 GHz,0.00000142860144290693 - j0.00104279059715641767 
28.5600099999999983424 GHz,0.00000142850140268324 - j0.00104274905856136814 
28.5610099999999995646 GHz,0.00000142840137270608 - j0.00104270752269907275 
28.5620100000000007867 GHz,0.00000142830135391718 - j0.00104266598956924742 
28.5630099999999984561 GHz,0.00000142820134513260 - j0.00104262445917160289 
28.5640099999999996783 GHz,0.00000142810134732369 - j0.00104258293150585294 
28.5650100000000009004 GHz,0.00000142800135915847 - j0.00104254140657171089 
28.5660099999999985698 GHz,0.00000142790138222409 - j0.00104249988436888922 
28.5670099999999997920 GHz,0.00000142780141599979 - j0.00104245836489710213 
28.5680100000000010141 GHz,0.00000142770145921279 - j0.00104241684815606036 
28.5690099999999986835 GHz,0.00000142760151397131 - j0.00104237533414548028 
28.5700099999999999056 GHz,0.00000142750157857628 - j0.00104233382286507371 
28.5710100000000011278 GHz,0.00000142740165444313 - j0.00104229231431455507 
28.5720099999999987972 GHz,0.00000142730174027543 - j0.00104225080849363596 
28.5730100000000000193 GHz,0.00000142720183639321 - j0.00104220930540202994 
28.5740100000000012415 GHz,0.00000142710194287373 - j0.00104216780503945121 
28.5750099999999989109 GHz,0.00000142700206021466 - j0.00104212630740561354 
28.5760100000000001330 GHz,0.00000142690218853474 - j0.00104208481250023092 
28.5770100000000013551 GHz,0.00000142680232634802 - j0.00104204332032301560 
28.5780099999999990246 GHz,0.00000142670247540748 - j0.00104200183087368114 
28.5790100000000002467 GHz,0.00000142660263429234 - j0.00104196034415194217 
28.5800100000000014688 GHz,0.00000142650280405093 - j0.00104191886015751094 
28.5810099999999991383 GHz,0.00000142640298397302 - j0.00104187737889010383 
28.5820100000000003604 GHz,0.00000142630317520169 - j0.00104183590034943332 
28.5830100000000015825 GHz,0.00000142620337596682 - j0.00104179442453521121 
28.5840099999999992519 GHz,0.00000142610358777860 - j0.00104175295144715366 
28.5850100000000004741 GHz,0.00000142600380998009 - j0.00104171148108497488 
28.5860100000000016962 GHz,0.00000142590404247685 - j0.00104167001344838733 
28.5870099999999993656 GHz,0.00000142580428507971 - j0.00104162854853710393 
28.5880100000000005878 GHz,0.00000142570453877190 - j0.00104158708635084213 
28.5890099999999982572 GHz,0.00000142560480235170 - j0.00104154562688931244 
28.5900099999999994793 GHz,0.00000142550507706290 - j0.00104150417015223275 
28.5910100000000007014 GHz,0.00000142540536207683 - j0.00104146271613931272 
28.5920099999999983709 GHz,0.00000142530565770169 - j0.00104142126485027046 
28.5930099999999995930 GHz,0.00000142520596332792 - j0.00104137981628481886 
28.5940100000000008151 GHz,0.00000142510627972558 - j0.00104133837044266997 
28.5950099999999984846 GHz,0.00000142500660632064 - j0.00104129692732354167 
28.5960099999999997067 GHz,0.00000142490694329695 - j0.00104125548692714665 
28.5970100000000009288 GHz,0.00000142480729149566 - j0.00104121404925319890 
28.5980099999999985982 GHz,0.00000142470764973875 - j0.00104117261430141305 
28.5990099999999998204 GHz,0.00000142460801776008 - j0.00104113118207150353 
28.6000100000000010425 GHz,0.00000142450839693370 - j0.00104108975256318476 
28.6010099999999987119 GHz,0.00000142440878602238 - j0.00104104832577617224 
28.6020099999999999341 GHz,0.00000142430918603898 - j0.00104100690171017867 
28.6030100000000011562 GHz,0.00000142420959647460 - j0.00104096548036492083 
28.6040099999999988256 GHz,0.00000142411001717560 - j0.00104092406174011273 
28.6050100000000000477 GHz,0.00000142401044849165 - j0.00104088264583546792 
28.6060100000000012699 GHz,0.00000142391089044085 - j0.00104084123265070147 
28.6070099999999989393 GHz,0.00000142381134227744 - j0.00104079982218552910 
28.6080100000000001614 GHz,0.00000142371180518008 - j0.00104075841443966545 
28.6090100000000013836 GHz,0.00000142361227811879 - j0.00104071700941282428 
28.6100099999999990530 GHz,0.00000142351276131299 - j0.00104067560710472068 
28.6110100000000002751 GHz,0.00000142341325486960 - j0.00104063420751507015 
